Город,Страна,lat,lng,Население,Аб2,Аб3
Манаоаг,Филиппины,16.0439,120.4856,76045.0,PH,PHL
Умирающий,Китай,37.3043,115.7196,76800.0,CN,CHN
Уминган,Филиппины,15.сен,120.8,77074.0,PH,PHL
Арарипина,Бразилия,-7.55,-40.5667,77302.0,BR,BRA
Конец,Индонезия,-8.8333,121.65,77205.0,ID,IDN
Портервиль,Соединенные Штаты,36.0644,-119.0338,77318.0,US,USA
Воркута,Россия,67.5,64.0333,77314.0,RU,RUS
Харунабад,Пакистан,29.61,73.1361,77206.0,PK,PAK
Геленджик,Россия,44.5608,38.0767,77212.0,RU,RUS
Цубаме,Япония,37.6667,138.9667,76590.0,JP,JPN
Балх,Афганистан,36.7581,66.8989,77000.0,AF,AFG
ГандЖа,Испания,38.9667,-0.1833,75970.0,ES,ESP
Кортрейк,Бельгия,50.8333,мар.67,76265.0,BE,BEL
Бейтаун,Соединенные Штаты,29.7586,-94.9669,77192.0,US,USA
Седльце,Польша,52.1833,22.2833,76585.0,PL,POL
Возвышенность,Соединенные Штаты,34.1178,-117.6603,77140.0,US,USA
Бонгабонг,Филиппины,дек.67,121.3667,76973.0,PH,PHL
Талакаг,Филиппины,8.1333,124.7333,77027.0,PH,PHL
Тойука,Япония,35.5333,134.8167,77005.0,JP,JPN
Никке?,Япония,36.7198,139.6982,77027.0,JP,JPN
Дунгуань,Китай,39.014,111.0768,75135.0,CN,CHN
Нагуа,Доминиканская Республика,19.38,-69.85,76933.0,DO,DOM
Аль-Мусайиб,Ирак,32.7786,44.29,76454.0,IQ,IRQ
Ржаные «гасаки,Япония,35.9167,140.1833,76055.0,JP,JPN
Пиапон,Мьянма,16.2853,95.6786,76741.0,MM,MMR
Кахрор Пакка,Пакистан,29.6236,71.9167,76098.0,PK,PAK
Ла-Тринидад,Мексика,16.0175,-91.9334,76917.0,MX,MEX
Казерта,Италия,41.0667,14.3333,75561.0,IT,ITA
Мафра,Португалия,38.9333,-9.3333,76685.0,PT,PRT
Айра,Япония,31.7283,130.6278,76610.0,JP,JPN
Камарильо,Соединенные Штаты,34.223,-119.0322,76931.0,US,USA
Сарган,Казахстан,45.4203,79.9149,76919.0,KZ,KAZ
Айт Али,Марокко,30.1739,-9.4881,76646.0,MA,MAR
Черногорск,Россия,53.8167,91.2833,75067.0,RU,RUS
Dschang,Камерун,май.45,10.май,76524.0,CM,CMR
Тубан,Индонезия,-6.8995,112.05,76242.0,ID,IDN
Джабла,Сирия,35.3597,35.9214,75505.0,SY,SYR
Балашов,Россия,51.55,43.1667,76776.0,RU,RUS
Гурупи,Бразилия,-11.7289,-49.0689,76755.0,BR,BRA
Асти,Италия,44.9,авг.69,76211.0,IT,ITA
КотуГ,Доминиканская Республика,19.июн,-70.15,76554.0,DO,DOM
eв™эргуна,Китай,50.2411,120.172,76667.0,CN,CHN
Рейн,Германия,52.2833,июл.33,76107.0,DE,DEU
Фаньчэн,Китай,39.1891,113.2729,76088.0,CN,CHN
ГраватГЎ,Бразилия,-8.2008,-35.565,76458.0,BR,BRA
Южная Иордания,Соединенные Штаты,40.557,-111.9782,76598.0,US,USA
Пальма Сориано,Куба,20.2139,-75.9919,76500.0,CU,CUB
Пало,Филиппины,11.1583,124.9917,76213.0,PH,PHL
Набари,Япония,34.6333,136.1,75942.0,JP,JPN
Батл-Крик,Соединенные Штаты,42.2986,-85.2296,76514.0,US,USA
Ибина,Бразилия,-23.6564,-47.2225,76432.0,BR,BRA
Венадо Туэрто,Аргентина,-33.75,-61.9667,76432.0,AR,ARG
СанголкуГ,Эквадор,-0.3344,-78.4475,75080.0,EC,ECU
Анжеро-Судженск,Россия,56.0833,86.0333,76217.0,RU,RUS
Инфанта,Филиппины,14.7425,121.6494,76186.0,PH,PHL
Рынок Хумт,Тунис,33.8667,окт.85,75904.0,TN,TUN
Санто-Анджело,Бразилия,-28.2989,-54.2628,76275.0,BR,BRA
Кай,Япония,35.6608,138.5158,75337.0,JP,JPN
Майсовице,Польша,50.2333,19.1333,75183.0,PL,POL
Тоемамати-тераике,Япония,38.6919,141.1878,76164.0,JP,JPN
Дайсен,Япония,39.4531,140.4756,76164.0,JP,JPN
Лод,Израиль,31.95,34.9,75700.0,IL,ISR
Итапетинга,Бразилия,-15.2489,-40.2478,76184.0,BR,BRA
Льняные,Бразилия,-21.6786,-49.7425,76092.0,BR,BRA
Сан-Маркос,Соединенные Штаты,29.8736,-97.9381,76218.0,US,USA
Эспиналь,Колумбия,4.1486,-74.8819,75828.0,CO,COL
Санта-Роза,Филиппины,15.4239,120.9389,75649.0,PH,PHL
Дон КихотГЎ,Бразилия,-4.9708,-39.015,76105.0,BR,BRA
Тройсдорф,Германия,50.8161,7.1556,74903.0,DE,DEU
Пилар,Филиппины,дек.33,123.6833,75793.0,PH,PHL
Фукутияма,Япония,35.2967,135.1264,75924.0,JP,JPN
Петр Трыбунальский,Польша,51.4,19.6833,74905.0,PL,POL
Тайлай,Китай,46.3909,123.4161,75992.0,CN,CHN
Сан-Рамон,Соединенные Штаты,37.7625,-121.9365,75995.0,US,USA
Лунцюань,Китай,28.0733,119.1277,75900.0,CN,CHN
Тоба Тек Сингх,Пакистан,30.9667,72.4833,75943.0,PK,PAK
Джабутикабал,Бразилия,-21.255,-48.3219,75820.0,BR,BRA
Овальный,Чили,-30.6031,-71.203,75864.0,CL,CHL
Рио-Ларго,Бразилия,-9.4778,-35.8528,75645.0,BR,BRA
Вильгельмсхафен,Германия,53.5167,8.1333,75189.0,DE,DEU
Кенгтунг,Мьянма,21.2914,99.6039,75865.0,MM,MMR
Синлун,Китай,40.4146,117.493,75381.0,CN,CHN
Озеро Джексон,Соединенные Штаты,29.0516,-95.4522,75860.0,US,USA
Пинамунгахан,Филиппины,окт.67,123.5833,75131.0,PH,PHL
Вифлеем,Соединенные Штаты,40.6266,-75.3679,75815.0,US,USA
Алькальд де Гуадайра,Испания,37.3333,-5.85,75546.0,ES,ESP
Тизнит,Марокко,29.июл,-9.7269,74699.0,MA,MAR
Гойана,Бразилия,-7.5608,-35.0028,75644.0,BR,BRA
Шадринск,Россия,56.0833,63.6333,75348.0,RU,RUS
Чжунчэн,Китай,28.6014,103.943,75425.0,CN,CHN
Байройт,Германия,49.9481,ноя.83,74657.0,DE,DEU
Пуцяньцунь,Китай,23.5723,114.6122,75006.0,CN,CHN
Тосу,Япония,33.3778,130.5061,74673.0,JP,JPN
Кьетанабе,Япония,34.8144,135.7678,73985.0,JP,JPN
Вайоминг,Соединенные Штаты,42.8909,-85.7066,75667.0,US,USA
Дубна,Россия,56.75,37.15,75144.0,RU,RUS
Накацугава,Япония,35.4875,137.5006,75500.0,JP,JPN
РеденГ§ГЈo,Бразилия,-8.0289,-50.0308,75556.0,BR,BRA
Ошкош,Соединенные Штаты,44.0228,-88.5619,75536.0,US,USA
Приятного аппетита,Иран,37.3403,46.0561,75332.0,IR,IRN
Сапиранга,Бразилия,-29.6378,-51.0069,74985.0,BR,BRA
Хэммонд,Соединенные Штаты,41.6169,-87.491,75522.0,US,USA
Уолдорф,Соединенные Штаты,38.6085,-76.9195,75489.0,US,USA
Миссури-Сити,Соединенные Штаты,29.563,-95.5365,75457.0,US,USA
Ленебург,Германия,53.2525,окт.44,75351.0,DE,DEU
Паско,Соединенные Штаты,46.2506,-119.1304,75432.0,US,USA
Мангалагири,Индия,16.43,80.55,73613.0,IN,IND
Озера Каварта,Канада,44.35,-78.75,75423.0,CA,CAN
Бомбо,Уганда,0.5833,32.5333,75000.0,UG,UGA
Либон,Филиппины,13.мар,123.4333,75073.0,PH,PHL
Сасагава,Япония,37.2865,140.3727,75128.0,JP,JPN
Вращающийся,Соединенные Штаты,40.0752,-80.6951,75392.0,US,USA
Карпина,Бразилия,-7.85,-35.25,74858.0,BR,BRA
Сьюдад-Реаль,Испания,38.9833,-3.9167,75104.0,ES,ESP
Бугаллон,Филиппины,15.9167,120.1833,74962.0,PH,PHL
Кирпич,Соединенные Штаты,40.06,-74.1099,75342.0,US,USA
Акации,Колумбия,мар.89,-73.7647,75252.0,CO,COL
Кендалл,Соединенные Штаты,25.6697,-80.3556,75312.0,US,USA
Стандертон,Южная Африка,-26.95,29.25,74021.0,ZA,ZAF
ДЄб№ахариМ‡М„,Непал,26.6667,87.2833,74501.0,NP,NPL
Позоррубио,Филиппины,16.1167,120.55,74729.0,PH,PHL
Ардакан,Иран,32.3094,54.0186,75271.0,IR,IRN
Татебаяси,Япония,36.245,139.5422,73991.0,JP,JPN
Дорстен,Германия,51.66,июн.42,74736.0,DE,DEU
Гела,Италия,37.0667,14.25,74858.0,IT,ITA
dД© An,Вьетнам,окт.27,106.7634,73859.0,VN,VNM
Ранчо Кордова,Соединенные Штаты,38.574,-121.2523,75087.0,US,USA
Далагете,Филиппины,сен.12,123.5349,74596.0,PH,PHL
Тонгай,Китай,37.9679,114.3782,73428.0,CN,CHN
БогД“,Эфиопия,май.95,43.45,75000.0,ET,ETH
Амакуса,Япония,32.4586,130.1931,74861.0,JP,JPN
Сан - Бенту - ду - Сул,Бразилия,-26.25,-49.3789,74801.0,BR,BRA
Конвей,Соединенные Штаты,35.0754,-92.4694,74951.0,US,USA
ВивилГ,Никарагуа,13.6167,-85.8167,74887.0,NI,NIC
Самундри,Пакистан,31.0639,72.9611,73911.0,PK,PAK
Эсперанса,Филиппины,июн.67,124.5167,74696.0,PH,PHL
Упаковочный мешок,Филиппины,авг.75,124.7833,74385.0,PH,PHL
Гэри,Соединенные Штаты,41.5906,-87.3472,74879.0,US,USA
Кастроп-Рауксель,Германия,51.55,июл.67,73425.0,DE,DEU
Алтуна,Соединенные Штаты,40.5082,-78.4007,74829.0,US,USA
Лоди,Соединенные Штаты,38.1218,-121.2932,74773.0,US,USA
Арлингтон-Хайтс,Соединенные Штаты,42.0955,-87.9825,74760.0,US,USA
Дархан,Монголия,49.6167,106.35,74738.0,MN,MNG
Пирах-унунга,Бразилия,-21.9961,-47.4258,74587.0,BR,BRA
Мики,Япония,34.7967,134.99,74255.0,JP,JPN
Гранд-Бассам,Кот-д'Ивуар,05.фев,-3.7333,73772.0,CI,CIV
Хоорн,Нидерланды,52.6533,5.0733,73261.0,NL,NLD
Копакабана,Колумбия,июн.86,-75.5103,73574.0,CO,COL
Болингбрук,Соединенные Штаты,41.6903,-88.1019,74545.0,US,USA
Рочестер Хилс,Соединенные Штаты,42.6645,-83.1563,74516.0,US,USA
canindГ©,Бразилия,-4.3589,-39.3119,74473.0,BR,BRA
Думангас,Филиппины,окт.33,122.7167,73899.0,PH,PHL
Новоалтайск,Россия,53.4,83.9333,73439.0,RU,RUS
Винчестер,Соединенные Штаты,39.1735,-78.1746,74417.0,US,USA
Фрэмингем,Соединенные Штаты,42.3085,-71.4368,74416.0,US,USA
Детмольд,Германия,51.9378,авг.33,74388.0,DE,DEU
Палмейра Душандиос,Бразилия,-9.4069,-36.6278,74208.0,BR,BRA
Алисия,Филиппины,16.7787,121.6972,73874.0,PH,PHL
Джо Монлеваде,Бразилия,-19.81,-43.1739,73610.0,BR,BRA
Педро Брэнд,Доминиканская Республика,18.5667,-70.0911,74016.0,DO,DOM
Татсуноче?-томинага,Япония,34.8581,134.5456,73952.0,JP,JPN
Криволинейное тело,Бразилия,-18.7558,-44.4308,74219.0,BR,BRA
Минеральные воды,Россия,44.2008,43.1125,74141.0,RU,RUS
Кара-Балта,Кыргызстан,42.8306,73.8857,74133.0,KG,KGZ
Сундсвалль,Швеция,62.3902,17.3067,73389.0,SE,SWE
Остров Хилтон-Хед,Соединенные Штаты,32.1896,-80.7499,74139.0,US,USA
Юнион-Сити,Соединенные Штаты,37.603,-122.0187,74107.0,US,USA
Ouro PrГЄto,Бразилия,-20.3853,-43.5036,74036.0,BR,BRA
Елабуга,Россия,55.7667,52.0333,74031.0,RU,RUS
Сан - Рамин - де - ла - Нуэва - Орн,Аргентина,-23.1361,-64.3222,74059.0,AR,ARG
Конин,Польша,52.2275,18.2614,73176.0,PL,POL
Оуэнсборо,Соединенные Штаты,37.7574,-87.1173,74068.0,US,USA
Джексон,Соединенные Штаты,35.6535,-88.8353,74065.0,US,USA
Брукс-Пойнт,Филиппины,авг.33,117.8333,73994.0,PH,PHL
Риберальта,Боливия,-10.983,-66.1,74014.0,BO,BOL
Арнсберг,Германия,51.3967,8.0644,73628.0,DE,DEU
Принц Джордж,Канада,53.9169,-122.7494,74003.0,CA,CAN
Нова Серрана,Бразилия,-19.8758,-44.9839,73699.0,BR,BRA
Лала,Филиппины,июл.67,123.75,73425.0,PH,PHL
Молина де Сегура,Испания,38.0548,-1.2131,73498.0,ES,ESP
Маджадахонда,Испания,40.4728,-3.8722,72034.0,ES,ESP
Юрихондзе?,Япония,39.3858,140.0489,73840.0,JP,JPN
Инуяма,Япония,35.3833,136.95,72926.0,JP,JPN
Бавку,Гана,11.июн,-0.2422,73594.0,GH,GHA
Егорьевск,Россия,55.3667,39.0167,73766.0,RU,RUS
Касама,Япония,36.345,140.3042,73521.0,JP,JPN
Чайгубу,Китай,40.6687,114.4157,73028.0,CN,CHN
Тупи,Филиппины,июн.33,124.95,73459.0,PH,PHL
Сиуна,Никарагуа,13.7333,-84.7667,73730.0,NI,NIC
Линарес,Чили,-35.8454,-71.5979,73602.0,CL,CHL
Цзинчжоу,Китай,37.6911,116.2672,72806.0,CN,CHN
Я понимаюГЄ,Бразилия,-11.3039,-41.8558,73380.0,BR,BRA
Шрусбери,Великобритания,52.708,-2.754,71715.0,GB,GBR
Квиллота,Чили,-32.8799,-71.2474,73261.0,CL,CHL
Кливленд,Соединенные Штаты,35.1817,-84.8707,73596.0,US,USA
Ваусау,Соединенные Штаты,44.962,-89.6459,73593.0,US,USA
Троицк,Россия,54.0833,61.5667,73421.0,RU,RUS
Була,Филиппины,13.4667,123.2833,73143.0,PH,PHL
Островецкий токшиский,Польша,50.9333,21.апр,72001.0,PL,POL
Пико,Бразилия,-7.0769,-41.4669,73414.0,BR,BRA
Алмело,Нидерланды,52.3575,июн.67,72459.0,NL,NLD
Эль-Хамма,Тунис,33.8864,сен.51,73512.0,TN,TUN
"Куан трб""""",Вьетнам,16.7504,107.2,72722.0,VN,VNM
Ланси,Китай,46.2664,126.276,72528.0,CN,CHN
Хосе Абад Сантос,Филиппины,май.67,125.65,73381.0,PH,PHL
Эннистон,Соединенные Штаты,33.6712,-85.8136,73501.0,US,USA
Бракпан,Южная Африка,-26.2353,28.37,73080.0,ZA,ZAF
Жуолу,Китай,40.3753,115.215,72538.0,CN,CHN
Кирово-Чепецк,Россия,58.55,50.0167,72071.0,RU,RUS
Яблоневая долина,Соединенные Штаты,34.5328,-117.2104,73453.0,US,USA
Леденшайд,Германия,51.2198,июл.73,72611.0,DE,DEU
Ландсхут,Германия,48.5397,12.1508,72404.0,DE,DEU
Виньедо,Бразилия,-23.03,-46.975,72550.0,BR,BRA
Чападинья,Бразилия,-3.7419,-43.36,73350.0,BR,BRA
Сибукава,Япония,36.4833,139.0,73064.0,JP,JPN
Солт-Стрит. Мари,Канада,46.5333,-84.35,73368.0,CA,CAN
непДЃлгаГ±j,Непал,28.май,81.6167,72503.0,NP,NPL
Карлес,Филиппины,ноя.67,123.1333,72637.0,PH,PHL
Мэнсфилд,Соединенные Штаты,40.7656,-82.5275,73326.0,US,USA
Куамба,Мозамбик,-14.82,36.5486,73268.0,MZ,MOZ
Сан-Фернандо,Филиппины,10.1667,123.7,72224.0,PH,PHL
Вэньпин,Китай,27.193,103.5461,71943.0,CN,CHN
ТокДЃр,Судан,18.4333,37.7333,73202.0,SD,SDN
Остенде,Бельгия,51.2333,фев.33,71332.0,BE,BEL
Шакаргарх,Пакистан,32.2628,75.1583,73160.0,PK,PAK
Тан-Тан,Марокко,28.4333,-11.1,73209.0,MA,MAR
Самбриал,Пакистан,32.475,74.3522,71766.0,PK,PAK
Чапаевск,Россия,52.9833,49.7167,72778.0,RU,RUS
Санта-Роза-де-Кабаль,Колумбия,апр.72,-75.6211,73028.0,CO,COL
Моатавара,Куба,20.6556,-74.9417,73053.0,CU,CUB
,Япония,36.8667,140.0167,72923.0,JP,JPN
Итапира,Бразилия,-22.4361,-46.8217,72967.0,BR,BRA
Накаде,Иран,36.95,45.3833,72975.0,IR,IRN
Монтепуэс,Мозамбик,-13.1167,39.0,72279.0,MZ,MOZ
Бакакай,Филиппины,13.2925,123.7917,72485.0,PH,PHL
Ла Дорада,Колумбия,май.38,-74.6647,72925.0,CO,COL
Моронг,Филиппины,14.5119,121.2389,71151.0,PH,PHL
Катанауан,Филиппины,13.5917,122.325,72752.0,PH,PHL
Алегрет,Бразилия,-29.7839,-55.7911,73028.0,BR,BRA
Всеволожск,Россия,60.016,30.6663,72864.0,RU,RUS
Сотик,Кения,-0.6796,35.12,71285.0,KE,KEN
Патерна,Испания,39.5028,-0.4406,71361.0,ES,ESP
Сан-Висенте-дель-Каган,Колумбия,2.1153,-74.77,72949.0,CO,COL
Белово,Россия,54.4167,86.3,72519.0,RU,RUS
Сянцзяба,Китай,28.6282,104.4211,72283.0,CN,CHN
Шаумбург,Соединенные Штаты,42.0307,-88.0838,72887.0,US,USA
Покателло,Соединенные Штаты,42.8724,-112.4646,72878.0,US,USA
БакД±ханов,Азербайджан,40.4217,49.9644,71600.0,AZ,AZE
Три коры,Бразилия,-21.6947,-45.2553,72765.0,BR,BRA
Пакатуба,Бразилия,-3.9839,-38.62,72299.0,BR,BRA
Ящики,Бразилия,-5.1778,-40.6778,72812.0,BR,BRA
